product_id,name,price,image_path,features,category,theme,source_url,crawled_at,description
9971687,"농협안심한우 1등급 '스페셜 구이세트' 900g (등심+채끝+안심, 각 300g)",109000.0,images/9971687/main.jpg,images/9971687/detail1.gif; images/9971687/detail2.jpg; images/9971687/detail3.jpg; images/9971687/detail4.jpg; images/9971687/detail5.jpg; images/9971687/detail6.gif; images/9971687/detail7.jpg; images/9971687/detail8.gif; images/9971687/detail9.jpg; images/9971687/detail10.gif; images/9971687/detail11.jpg; images/9971687/detail12.jpg; images/9971687/detail13.jpg; images/9971687/detail14.jpg; images/9971687/detail15.jpg,추천선물,,https://gift.kakao.com/product/9971687,2025-11-23T21:41:27,"농협안심한우 1등급 '스페셜 구이세트'는 등심, 채끝, 안심 각 300g으로 구성된 고급 선물세트다. 풍부한 마블링과 부드러운 육질이 돋보이는 이 세트는 고급스러운 블랙 패키지에 담겨져 있어 선물로 이상적이다. 이미지에서 보듯이, 각 부위는 신선한 빨간색과 흰색의 조화로 고급스러움을 더하며, 나무판 위에 정갈하게 담겨져 있어 시각적으로도 매력적이다. 또한, 등심은 풍부한 육즙과 감칠맛, 채끝은 고소한 향미, 안심은 부드러운 육질을 자랑해 다양한 맛을 즐길 수 있다. 이 세트는 추천선물로 손색이 없으며, 특별한 날에 가족이나 친구와 함께 나누기에 적합하다."
5259781,[단독]푸드장 프리미엄 구이 선물세트1.15kg(부채살+토시살+살치살+소목등심(척아이롤)),49900.0,images/5259781/main.jpg,images/5259781/detail1.jpg; images/5259781/detail2.jpg,추천선물,,https://gift.kakao.com/product/5259781,2025-11-23T21:41:46,"푸드장 프리미엄 구이 선물세트는 부채살, 토시살, 살치살, 소목등심 등 다양한 부위를 1.15kg으로 구성해 고급스러운 선물로 적합하다. 검은색과 골드 컬러의 세련된 포장은 고급스러움을 더하며, 신선함을 유지하기 위해 진공 포장과 아이스팩을 사용해 배송된다. 각 부위는 부드러운 식감과 풍부한 육즙을 자랑하며, 특히 척아이롤은 프라임 등급으로 더욱 고소한 맛을 선사한다. 추천선물로 완벽한 선택이다."
11106499,[스탠리공식유통사] 퀜처 H2.0 플로우스테이트 텀블러 887ml + 리유저블백 증정,48000.0,images/11106499/main.jpg,images/11106499/detail1.jpg; images/11106499/detail2.jpg; images/11106499/detail3.jpg,추천선물,,https://gift.kakao.com/product/11106499,2025-11-23T21:42:05,"스탠리의 퀸처 H2.0 플로우스테이트 텀블러는 887ml 대용량으로, 다양한 컬러와 패턴이 눈길을 끈다. 손잡이와 뚜껑이 있어 편리하게 들고 다닐 수 있으며, 보온 보냉 기능이 뛰어나 오랫동안 음료의 온도를 유지한다. BPA 프리 소재로 안전하며, 식기세척기 사용이 가능해 위생적이다. 리유저블백 증정으로 실용성과 환경 친화성을 모두 잡은 추천 선물이다."
2370524,[단독]하겐다즈 프리미엄 수제 아이스크림 케이크 리얼블랑 (바닐라+벨지안초코),32900.0,images/2370524/main.jpg,images/2370524/detail1.jpg; images/2370524/detail2.jpg; images/2370524/detail3.jpg; images/2370524/detail4.png,추천선물,,https://gift.kakao.com/product/2370524,2025-11-23T21:42:27,"부드러운 바닐라와 진한 벨지안 초콜릿 아이스크림이 조화를 이루는 하겐다즈 리얼블랑 케이크. 화이트와 골드의 우아한 조합으로 고급스러운 분위기를 자아내며, 리얼크림 버블로 완성된 케이크는 시각적으로도 매력적이다. 크림 제형은 부드럽고 촉촉하여 입안에서 녹는 듯한 맛을 선사하며, 바닐라와 초콜릿의 풍미가 잘 어우러져 깊은 맛을 느낄 수 있다. 크기와 디자인 모두 선물로 적합해 특별한 날에 최고의 선택이 될 것이다."
7608679,옵티젠 이뮨 멀티비타민&미네랄 10입 / 1박스 (+키링),29900.0,images/7608679/main.jpg,images/7608679/detail1.gif; images/7608679/detail2.jpg; images/7608679/detail3.jpg; images/7608679/detail4.jpg,추천선물,,https://gift.kakao.com/product/7608679,2025-11-23T21:42:48,"옵티젠 이뮨 멀티비타민&미네랄은 10입/1박스에 키링이 포함된 건강기능식품이다. 디자인은 깔끔한 블루와 화이트 톤으로, 고품질의 액상과 정제 형태로 제공된다. 19종의 영양소를 함유해 면역력, 에너지, 활력을 동시에 챙길 수 있다. 맛있는 망고피치맛으로 꾸준히 섭취하기 좋다. 세계적인 DSM사의 원료를 사용해 안전성과 품질을 보장한다. 남녀노소 누구나 섭취 가능하며, 특히 바쁜 일상과 과도한 업무로 인해 영양소 섭취가 부족한 사람들에게 적합하다."
7610160,농협안심한우 1++등급 '투뿔 스페셜 구이' 한우선물세트 1kg(등심400g+채끝300g+안심150g+갈비살150g),155000.0,images/7610160/main.jpg,images/7610160/detail1.jpg; images/7610160/detail2.gif; images/7610160/detail3.jpg; images/7610160/detail4.jpg; images/7610160/detail5.jpg; images/7610160/detail6.gif; images/7610160/detail7.jpg; images/7610160/detail8.jpg; images/7610160/detail9.jpg; images/7610160/detail10.jpg; images/7610160/detail11.gif; images/7610160/detail12.jpg; images/7610160/detail13.gif; images/7610160/detail14.jpg; images/7610160/detail15.jpg; images/7610160/detail16.jpg; images/7610160/detail17.jpg; images/7610160/detail18.jpg; images/7610160/detail19.jpg; images/7610160/detail20.jpg; images/7610160/detail21.jpg; images/7610160/detail22.jpg; images/7610160/detail23.jpg; images/7610160/detail24.jpg; images/7610160/detail25.jpg; images/7610160/detail26.jpg; images/7610160/detail27.jpg; images/7610160/detail28.jpg; images/7610160/detail29.jpg; images/7610160/detail30.jpg; images/7610160/detail31.gif; images/7610160/detail32.jpg; images/7610160/detail33.jpg; images/7610160/detail34.jpg; images/7610160/detail35.jpg; images/7610160/detail36.jpg; images/7610160/detail37.jpg; images/7610160/detail38.jpg,추천선물,,https://gift.kakao.com/product/7610160,2025-11-23T21:43:25,"농협안심한우 1++등급 '투뿔 스페셜 구이' 선물세트는 풍부한 육즙과 부드러운 식감을 자랑한다. 검은색과 금색의 고급스러운 포장에 담긴 등심, 채끝, 안심, 갈비살이 어우러져 다양한 맛을 즐길 수 있다. 이미지에서 보듯이, 신선한 한우는 풍부한大理와 함께 더욱 맛있게 즐길 수 있다. 가족과 함께하는 홈 파티나 특별한 기념일, 여행, 캠핑 등 다양한 상황에서 푸짐하게 즐길 수 있는 최고의 선물이다."
2259144,[각인] 립 글로우 (+굿럭 카드),50000.0,images/2259144/main.jpg,images/2259144/detail1.jpg; images/2259144/detail2.jpg; images/2259144/detail3.jpg; images/2259144/detail4.jpg; images/2259144/detail5.jpg,추천선물,,https://gift.kakao.com/product/2259144,2025-11-23T21:45:28,"각인 립 글로우와 함께하는 특별한 선물세트. 투명한 핑크 톤의 튜브와 은은한 광택이 돋보이는 실버 컬러의 케이스가 고급스러운 분위기를 자아낸다. 립 글로우는 입술에 자연스럽게 컬러를 입혀주며, 48시간 동안 수분을 공급해 촉촉함을 유지한다. 함께 제공되는 굿럭 카드는 따뜻한 마음을 전달하는 멋진 액세서리로, 추천선물로 이상적이다."
9245998,[리미티드 포장] 핸드 크림 30ML (+코롱 1.5ml),30600.0,images/9245998/main.jpg,images/9245998/detail1.jpg; images/9245998/detail2.jpg; images/9245998/detail3.gif; images/9245998/detail4.jpg; images/9245998/detail5.jpg; images/9245998/detail6.png; images/9245998/detail7.png,추천선물,,https://gift.kakao.com/product/9245998,2025-11-23T21:45:50,"리미티드 포장 핸드 크림 30ML과 코롱 1.5ml가 함께 구성된 세트는 고급스러운 선물로 적합하다. 상품은 크리스마스 테마의 포장지에 담겨 있으며, 레드와 그린의 조화로운 디자인이 눈길을 끈다. 핸드 크림은 부드럽고 촉촉한 포뮬러로 손을 매끄럽게 가꾸어주며, 코롱은 은은한 향기로 감각적인 경험을 선사한다. 선물 포장 서비스로 더욱 특별한 인상을 남길 수 있다."
6312758,"[각인/홀리데이] 센슈얼 누드 밤 or 글로스(+쿠션 블러쉬 란제리 미니, 컬링 마스카라 미니 증정)",36000.0,images/6312758/main.jpg,images/6312758/detail1.png; images/6312758/detail2.jpg; images/6312758/detail3.jpg; images/6312758/detail4.gif; images/6312758/detail5.jpg; images/6312758/detail6.jpg; images/6312758/detail7.gif; images/6312758/detail8.jpg; images/6312758/detail9.jpg; images/6312758/detail10.jpg; images/6312758/detail11.jpg; images/6312758/detail12.jpg,추천선물,,https://gift.kakao.com/product/6312758,2025-11-23T21:46:12,"각인/홀리데이 센슈얼 누드 밤 or 글로스는 우아한 블랙과 핑크 컬러의 세련된 디자인으로, 부드럽고 촉촉한 텍스처를 자랑한다. 쿠션 블러쉬 란제리 미니와 컬링 마스카라 미니가 함께 제공되어 메이크업 완성도를 높여준다. 이 제품은 30시간 동안 지속되는 보습력과 입술 건강을 강화하는 립 케어 성분을 함유하여, 자연스러운 누드 컬러로 매력적인 룩을 완성시킨다."
9623909,[각인+포장] 캔디 글로우 립밤,49000.0,images/9623909/main.jpg,images/9623909/detail1.jpg; images/9623909/detail2.jpg; images/9623909/detail3.jpg; images/9623909/detail4.gif; images/9623909/detail5.jpg,추천선물,,https://gift.kakao.com/product/9623909,2025-11-23T21:46:33,"각인과 포장이 함께 제공되는 캔디 글로우 립밤은 메탈릭 핑크 케이스에 실버 카산드르 로고가 반짝이는 고급스러운 디자인을 자랑한다. 입술에 닿는 순간 느껴지는 싱그러운 아이코닉 망고향과 함께, 8가지의 밝은 컬러로 나만의 립 메이크업을 경험할 수 있다. 무화과 추출물과 호호바 버터를 함유한 85%의 케어 성분으로 하루 종일 입술을 촉촉하고 건강한 윤기로 채워준다. 특별한 각인 서비스와 함께, 이 립밤은 추천선물로 이상적이다."
